105,625,1
405,952,0
288,138,1
566,141,1
534,154,1
987,686,0
494,934,0
810,975,0
354,427,1
521,468,0
825,227,0
770,35,1
749,265,0
264,185,1
351,874,0
876,696,0
502,898,0
705,29,1
149,354,1
689,374,0
249,527,1
105,409,1
248,750,0
923,593,0
789,503,0
382,661,0
760,89,1
957,122,1
263,444,1
235,1,1
744,153,1
261,411,1
439,916,0
986,712,0
946,594,0
413,370,1
606,368,0
576,931,0
836,114,1
47,372,1
63,159,1
528,858,0
44,875,1
42,387,1
629,703,0
653,666,0
614,486,0
117,195,1
991,334,0
574,302,0
169,548,1
129,752,0
22,56,1
724,320,0
863,540,0
548,918,0
153,334,1
169,773,0
478,34,1
801,197,1
44,715,1
662,296,0
401,606,0
892,509,0
351,182,1
205,938,0
737,652,0
828,36,1
805,162,1
477,425,0
739,959,0
750,746,0
999,299,0
945,45,1
178,709,0
114,315,1
769,154,1
739,859,0
400,997,0
181,74,1
680,572,0
180,35,1
509,671,0
983,901,0
751,517,0
582,305,0
532,718,0
908,484,0
647,666,0
132,971,0
932,546,0
185,420,1
507,946,0
470,938,0
53,538,1
417,87,1
427,769,0
388,411,0
711,254,0
400,99,1
383,864,0
898,23,1
546,987,0
924,202,1
113,144,1
364,57,1
474,27,1
36,586,1
752,595,0
999,196,1
784,995,0
625,273,0
992,656,0
1,508,1
189,932,0
254,78,1
797,833,0
863,561,0
413,645,0
455,108,1
298,866,0
658,96,1
95,131,1
908,214,0
630,502,0
771,439,0
727,220,1
776,184,1
630,593,0
58,667,1
239,794,0
982,199,1
555,814,0
66,830,1
583,702,0
662,815,0
341,159,1
19,309,1
925,300,0
693,720,0
492,980,0
464,510,0
568,18,1
782,858,0
336,956,0
629,298,0
605,991,0
481,361,0
270,203,1
893,260,0
269,316,1
931,94,1
502,882,0
803,846,0
607,410,0
625,142,1
529,907,0
6,769,1
798,947,0
184,219,1
900,31,1
940,789,0
438,516,0
751,833,0
503,452,0
336,42,1
586,912,0
999,386,0
668,913,0
578,729,0
516,750,0
492,681,0
613,990,0
816,987,0
254,622,0
627,755,0
77,180,1
190,369,1
119,882,0
923,222,0
954,884,0
104,597,1
455,937,0
498,839,0
505,215,1
489,850,0
406,409,0
466,211,1
458,52,1
69,239,1
77,978,0
610,46,1
339,690,0
598,488,0
58,379,1
267,247,1
595,849,0
102,474,1
11,48,1
5,239,1
14,926,1
318,788,0
790,617,0
982,619,0
882,777,0
10,677,1
953,316,0
967,458,0
812,873,0
889,941,0
64,578,1
301,47,1
730,360,0
470,787,0
662,12,1
514,280,1
834,214,0
919,307,0
618,511,0
28,955,1
625,913,0
139,494,1
310,21,1
471,934,0
434,467,0
446,304,1
985,45,1
808,396,0
691,976,0
486,385,0
78,175,1
473,22,1
278,110,1
809,239,0
351,176,1
17,89,1
714,831,0
381,898,0
713,553,0
356,621,0
267,237,1
403,297,1
729,206,1
181,787,0
424,814,0
330,685,0
594,650,0
523,635,0
842,631,0
650,329,0
566,924,0
285,315,1
440,43,1
104,359,1
431,542,0
128,920,0
522,991,0
493,476,0
919,404,0
513,934,0
625,178,1
73,166,1
27,944,1
245,180,1
250,344,1
216,421,1
610,848,0
564,335,0
693,884,0
13,127,1
797,864,0
416,158,1
866,640,0
133,898,0
545,697,0
8,504,1
473,565,0
644,979,0
927,807,0
376,51,1
207,402,1
914,268,0
829,868,0
302,581,0
903,283,0
382,368,1
974,60,1
606,657,0
475,92,1
526,240,1
586,878,0
453,773,0
885,350,0
426,428,0
779,430,0
581,349,0
249,266,1
450,31,1
33,787,1
206,27,1
627,475,0
587,517,0
369,29,1
304,43,1
998,277,0
608,557,0
801,966,0
429,355,1
684,526,0
946,404,0
275,241,1
599,609,0
501,968,0
970,884,0
85,901,0
953,529,0
184,479,1
733,652,0
673,430,0
907,896,0
421,125,1
223,107,1
609,945,0
847,799,0
42,228,1
66,9,1
847,256,0
839,601,0
656,873,0
924,648,0
659,908,0
393,766,0
92,809,0
872,11,1
666,163,1
581,29,1
581,811,0
358,15,1
265,445,1
31,23,1
174,59,1
56,218,1
951,793,0
504,588,0
346,547,0
803,333,0
479,868,0
778,838,0
354,129,1
45,904,0
760,965,0
763,938,0
260,373,1
318,369,1
168,413,1
268,53,1
853,962,0
152,681,0
568,173,1
540,267,1
275,896,0
485,58,1
149,819,0
97,765,1
918,452,0
281,909,0
520,449,0
34,547,1
265,505,1
92,196,1
733,573,0
403,253,1
117,560,1
856,486,0
458,143,1
352,762,0
533,460,0
33,426,1
215,577,1
164,948,0
393,42,1
128,715,0
924,284,0
942,676,0
286,792,0
314,504,0
18,331,1
917,860,0
685,357,0
324,681,0
611,441,0
360,218,1
910,579,0
134,616,1
438,267,1
571,396,0
865,86,1
499,355,0
42,108,1
465,93,1
239,609,0
411,575,0
442,155,1
613,35,1
688,413,0
640,856,0
562,991,0
163,738,0
449,621,0
980,171,1
396,367,1
889,640,0
600,499,0
899,897,0
458,474,0
910,712,0
582,168,1
130,280,1
659,554,0
84,446,1
445,770,0
211,432,1
314,729,0
81,92,1
344,149,1
182,120,1
155,133,1
408,792,0
822,931,0
134,831,0
220,946,0
997,532,0
415,318,1
148,789,0
60,434,1
327,953,0
62,552,1
79,314,1
72,595,1
936,820,0
986,170,1
594,694,0
133,843,0
509,835,0
381,751,0
804,22,1
465,564,0
42,331,1
43,160,1
626,604,0
400,462,0
17,716,1
383,323,1
790,38,1
787,241,0
823,640,0
466,308,1
975,563,0
887,563,0
670,349,0
595,489,0
354,294,1
50,564,1
604,763,0
888,139,1
337,96,1
381,423,0
452,115,1
717,8,1
849,236,0
977,194,1
862,366,0
40,212,1
832,971,0
549,309,0
740,640,0
344,80,1
545,194,1
167,28,1
68,358,1
672,878,0
309,685,0
872,307,0
375,607,0
