954,39,1
940,822,1
330,878,1
179,120,1
701,345,0
967,316,1
13,431,1
789,995,1
920,79,1
274,616,0
622,927,1
502,840,1
452,745,0
209,758,1
887,219,1
221,425,1
284,527,0
799,734,1
100,907,1
412,542,0
966,467,1
375,67,1
951,225,1
890,230,1
421,979,1
685,308,0
876,185,1
492,563,0
217,148,1
735,628,0
465,264,0
783,634,1
355,247,1
150,440,1
766,613,1
705,127,1
740,865,1
15,146,1
670,818,1
464,274,0
308,944,1
981,823,1
478,433,0
157,13,1
924,837,1
145,311,1
744,999,1
650,864,1
812,837,1
193,828,1
23,609,1
697,594,0
581,442,0
557,491,0
59,73,1
852,442,1
429,28,1
149,633,1
730,816,1
555,165,1
184,746,1
438,294,0
592,835,1
404,950,1
986,990,1
950,932,1
771,728,1
646,191,1
832,734,1
532,823,1
157,852,1
706,995,1
286,901,1
794,786,1
532,218,1
681,134,1
771,723,1
966,625,1
221,296,1
988,614,1
535,222,1
246,406,1
152,928,1
9,629,1
1,613,1
321,488,0
596,256,0
382,737,0
63,442,1
667,807,1
53,574,1
986,415,1
864,179,1
18,302,1
822,843,1
116,755,1
131,376,1
533,788,1
472,633,0
530,7,1
462,454,0
771,585,1
534,946,1
737,267,0
888,12,1
415,319,0
11,275,1
172,809,1
792,768,1
958,345,1
794,142,1
288,708,0
805,330,1
163,551,1
334,284,0
565,190,1
720,302,0
710,589,0
931,349,1
107,917,1
255,252,0
846,599,1
825,29,1
869,770,1
679,782,1
450,150,1
452,535,0
379,684,0
300,936,1
766,600,1
995,96,1
406,493,0
143,487,1
245,614,1
786,730,1
613,34,1
767,640,1
441,629,0
274,958,1
378,418,0
652,332,0
7,769,1
500,774,1
338,617,0
100,559,1
389,861,1
981,330,1
986,193,1
126,229,1
506,157,1
47,184,1
137,357,1
647,820,1
633,328,0
578,501,0
723,658,0
577,808,1
259,474,0
888,459,1
291,864,1
172,837,1
414,86,1
787,963,1
722,920,1
4,104,1
437,888,1
796,409,1
886,722,1
383,265,0
977,83,1
423,819,1
497,106,1
422,529,0
410,67,1
807,799,1
815,182,1
477,746,0
395,621,0
59,782,1
981,498,1
106,163,1
424,426,0
891,819,1
201,360,1
768,36,1
776,117,1
125,848,1
287,472,0
696,572,0
973,296,1
389,869,1
913,285,1
820,464,1
478,938,1
944,477,1
752,204,1
873,199,1
40,538,1
255,543,0
249,89,1
449,448,0
719,668,0
313,204,1
442,984,1
941,984,1
591,247,1
923,207,1
889,664,1
509,220,1
86,953,1
0,570,1
594,624,0
438,77,1
93,4,1
418,330,0
813,908,1
67,750,1
869,174,1
111,734,1
958,842,1
504,94,1
680,230,1
821,921,1
830,683,1
975,841,1
449,537,0
929,957,1
361,579,0
695,6,1
626,277,0
966,692,1
187,651,1
845,359,1
904,823,1
120,138,1
574,846,1
648,308,0
294,232,1
595,645,0
462,710,0
852,718,1
720,318,0
553,727,0
67,272,1
751,392,1
941,564,1
274,705,0
257,151,1
54,651,1
424,55,1
943,547,1
447,340,0
285,505,0
450,760,1
61,821,1
616,952,1
937,486,1
428,225,1
378,73,1
633,893,1
743,337,0
